Address,Name,Email
Merchant Taylors Hall 30 Threadneedle Street London EC2R 8JB,Caroe Architecture Ltd,mary.duckham@caroe.biz
61,DP9 Ltd,theo.barker@dp9.co.uk
14,DP9 Limited,zoe.smythe@dp9.co.uk
150 Aldersgate Street 3,Gerald Eve LLP,hhowat@geraldeve.com
80 Farringdon Street London EC4A 4BL,Planning Potential Ltd.,james.baker@planningpotential.co.uk
10 Fleet Place London EC4M 7RB,CBRE UK &amp; Ireland Project Management &amp; Building Consultancy,Ryan.J.Lewis@cbre.com
12 East Passage London EC1A 7LP,MRM Design Studio,info@mrmdesignstudio.co.uk
12 East Passage London EC1A 7LP,MRM Design Studio,info@mrmdesignstudio.co.uk
100 New Bridge Street London EC4V 6JA,DP9 Ltd,carol.bowditch@dp9.co.uk
150 Aldersgate Street London EC1A 4AB,Gerald Eve LLP,hhowat@geraldeve.com
12 East Passage London EC1A 7LP,MRM Design Studio,info@mrmdesignstudio.co.uk
20 Giltspur Street London EC1A 9DD,DP9 Ltd,amelia.johnson@dp9.co.uk
187 Fleet Street London EC4A 2HS,Iceni Projects,lnicholson@iceniprojects.com
5 Chancery Lane London WC2A 1LG,Rapleys,annie.taylor@rapleys.com
4,Q Square,richard.quelch@qsquare.co.uk
The Gate House Clifford,Weston Allison Wright,Jon.hatchard@w-a-w.co.uk
187 Fleet Street London EC4A 2HS,Iceni Projects,lnicholson@iceniprojects.com
Snow Hill Police Station 5 Snow Hill London EC1A 2DP,Daniel Watney LLP,ldavenport@danielwatney.co.uk
38 Chancery Lane London WC2A 1EN,Tatehindle,sarah.brown@tatehindle.co.uk
38 Chancery Lane London WC2A 1EN,Tatehindle,sarah.brown@tatehindle.co.uk
37 Fleet Street London EC4Y 1BT,ADAM Architecture,gemma.mankelow@adamarchitecture.com
Haberdashers Hall 18 West Smithfield London EC1A 9HQ,John Robertson Architects,anja.schellenbauer@jra.co.uk
81 Gracechurch Street London EC3V 0AU,Jessop And Cook Architects,info@jessopandcook.co.uk
150,Town Planning Bureau,info@tpbureau.co.uk
120 Fenchurch Street London EC3M 5AL,Design Time Ltd,stuart.evans@designtime.uk.com
The Leadenhall Building 122 Leadenhall Street London EC3V 4AB,Savills,amelia.robson@savills.com
39 St Mary Axe London EC3A 8AA,Honi Poke LTD,design@honipoke.com
Friary Court 65 Crutched Friars London EC3N 2AE,DP9,emma.hardy@dp9.co.uk
Lloyds Chambers 1 Portsoken Street London E1 8BT,Gerald Eve LLP,Pireland@geraldeve.com
"Site Bounded By Fenchurch Street, Mark Lane, Dunster Court And Mincing Lane London EC3M 3JY",Gerald Eve LLP,emounsey@geraldeve.com
15 Trinity Square London EC3N 4AA,S R Signs,planning@sr-signs.co.uk
The Bank of England Threadneedle Street London EC2R 8AH,Pringle Richards Sharratt Architects,l.bonomelli@prsarchitects.com
The Bank of England Threadneedle Street London EC2R 8AH,Pringle Richards Sharratt Architects,l.bonomelli@prsarchitects.com
Alban Gate 125,Gerald Eve LLP,sking@geraldeve.com
Alban Gate 125,Gerald Eve LLP,sking@geraldeve.com
The Broadgate Tower 20 Primrose Street London EC2A 2EW,DP9 Ltd,oscar.mansfieldjones@dp9.co.uk
The Broadgate Tower 20 Primrose Street London EC2A 2EW,DP9 Ltd,oscar.mansfieldjones@dp9.co.uk
The Broadgate Tower 20 Primrose Street London EC2A 2EW,DP9 Ltd,oscar.mansfieldjones@dp9.co.uk
10 Devonshire Square London EC2M 4YP,DP9 Ltd,marcus.stuart@dp9.co.uk
Devonshire House 3 Bishopsgate Plaza London EC2M 4AJ,DP9 Ltd,elisha.robjant@dp9.co.uk
90 Liverpool Street London EC2M 2AT,Bidwells LLP,jonathan.phillips@bidwells.co.uk
155 Bishopsgate London EC2M 3TQ,DP9 Ltd,tom.green@dp9.co.uk
Peterborough Court 133 Fleet Street London EC4A 2BB,Gerald Eve LLP,mcartwright@geraldeve.com
"Land Bounded By Fleet Street, Salisbury Court, Salisbury Square, Primrose Hill",Gerald Eve LLP,ohawe@geraldeve.com
"Land Bounded By Fleet Street, Salisbury Court, Salisbury Square, Primrose Hill",Gerald Eve LLP,ohawe@geraldeve.com
"Land Bounded By Fleet Street, Salisbury Court, Salisbury Square, Primrose Hill",Gerald Eve LLP,ohawe@geraldeve.com
65 Fleet Street London EC4Y 1HT,McAleer &amp; Rushe Contracts UK Ltd,riordan.osullivan@mcaleer-rushe.co.uk
101 Moorgate London EC2M 6SA,Savills,amreen.kausar@savills.com
Finsbury Circus Gardens Finsbury Circus London,Tibbalds Planning And Urban Design,james.parrott@tibbalds.co.uk
Basildon House 7,Left City,sd@leftcity.org
60 Chiswell Street London EC1Y 4AG,Savills,kirsty.turner@savills.com
Crescent House Golden Lane Estate London EC1Y 0SL,Grade Planning,ben@gradeplanning.co.uk
Crescent House Golden Lane Estate London EC1Y 0SL,Grade Planning,ben@gradeplanning.co.uk
14,DP9 Ltd,zoe.smythe@dp9.co.uk
Aldersgate House 135,Rocque Planning Limited,luke.emmerton@rocqueplanning.co.uk
100 New Bridge Street London EC4V 6JA,DP9 Ltd,carol.bowditch@dp9.co.uk
Newbury House 10,JAXON ARCHITECTURE LTD.,james@jaxonarchitecture.com
100 Fetter Lane London EC4A 1ES,DP9,jack.playford@dp9.co.uk
Snow Hill Police Station 5 Snow Hill London EC1A 2DP,Daniel Watney LLP,ldavenport@danielwatney.co.uk
187 Fleet Street London EC4A 2HS,Iceni Projects,lnicholson@iceniprojects.com
30,Olga McMurdo,olga@mo-st.com
140 Leadenhall Street London EC3V 4QT,Avison Young,zainab.hussain@avisonyoung.com
140 Leadenhall Street London EC3V 4QT,Avison Young,zainab.hussain@avisonyoung.com
140 Leadenhall Street London EC3V 4QT,Avison Young,hannah.velani@avisonyoung.com
Middlesex Street Estate Gravel Lane London E1 7AF,Rapleys,Shane.scollard@rapleys.com
Middlesex Street Estate Gravel Lane London E1 7AF,Rapleys,Shane.scollard@rapleys.com
Middlesex Street Estate Gravel Lane London E1 7AF,Rapleys,Shane.scollard@rapleys.com
41 Tower Hill London EC3N 4SG,DP9,emma.hardy@dp9.co.uk
Friary Court 65 Crutched Friars London EC3N 2AE,DP9 Ltd,emma.hardy@dp9.co.uk
Address,Name,Email
Livery Hall Ironmongers,Gerald Eve,hhowat@geraldeve.com
"140 London Wall, 150 London Wall, Shaftsbury Place, And London Wall Car Park, London EC2Y",Gerald Eve LLP,hhowat@geraldeve.com
"London Wall West, 140 London Wall, 150 London Wall, Ironmongers",Gerald Eve LLP,hhowat@geraldeve.com
Alder Castle House 10 Noble Street London EC2V 7JX,DP9,jake.tubb@dp9.co.uk
102 Seddon House Barbican London EC2Y 8BX,Thomson Brothers (London) Ltd,admin@thomsonbrothers.co.uk
1,GeraldEve,khughes@geraldeve.com
6 Lloyd,WAW,harry.brightwell@w-a-w.co.uk
71 Fenchurch Street London EC3M 4BR,Rok Planning,matthew.roe@rokplanning.co.uk
Bevis Marks House 24 Bevis Marks London EC3A 7JB,DP9 Ltd,josh.thomas@dp9.co.uk
Bevis Marks House 24 Bevis Marks London EC3A 7JB,DP9 Ltd,josh.thomas@dp9.co.uk
115,DP9,Jake.Geczy@DP9.co.uk
1 Basinghall Avenue London EC2V 5DD,Gerald Eve,ohawe@geraldeve.com
2 Love Lane London EC2V 7JQ,Technical Signs Ltd,natalie_long@technicalsigns.co.uk
1 Exchange Square London EC2A 2JN,DP9,eleanor.hulm@DP9.co.uk
7 Artillery Lane London E1 7LP,Mailen Design,garazi@mailendesign.com
Liverpool Street Railway Station Liverpool Street London EC2M 7PY,Elliot Stamp,elliot.stamp@networkrail.co.uk
Retail Unit 1 22,DS Ager,desmondager@gmail.com
Retail Unit 1 22,DS Ager,desmondager@gmail.com
Eldon House 2,DP9 Limited,archie.halls@dp9.co.uk
7 Devonshire Square London EC2M 4YH,DP9,Jake.Geczy@DP9.co.uk
48 Gracechurch Street London EC3V 0EJ,Umdasch,grace.leech@umdasch.com
St Magnus House 3 Lower Thames Street London EC3R 6HD,Gerald Eve,emounsey@geraldeve.com
Drapers Hall Throgmorton Avenue London EC2N 2DQ,Purcell,reuben.powell@purcelluk.com
Winchester House 75 London Wall London EC2M 5NG,DP9,ted.rainford@dp9.co.uk
The Furniture Makers Co 12 Austin Friars London EC2N 2HE,The Furniture Makers Company,debbie@fredasmith.co.uk
1,DP9 Ltd,nona.jones@dp9.co.uk
Retail Unit 68 King William Street London EC4N 7HR,Monmouth Planning Limited,dzaire@monmouthplanning.co.uk
120 Cannon Street London EC4N 6AS,City of London Corporation,ben.deloughry@cityoflondon.gov.uk
Mersey House And Daniel House 131,Gerald Eve LLP,mcartwright@geraldeve.com
Daniel House And Mersey House,Gerald Eve,mcartwright@geraldeve.com
Holyer House 20,LOM Architecture &amp; Deisgn,jamesf@lom-fdp.com
111 Fleet Street London EC4A 2AB,Nine Tree Uk LTD,pierswangzp@hotmail.com
Temple Chambers 3,Turley,jordan.bishop@turley.co.uk
Temple Chambers 3,Turley,jordan.bishop@turley.co.uk
Mersey House And Daniel House 131,Gerald Eve LLP,mcartwright@geraldeve.com
10 Gresham Street London EC2V 7JD,Nexus Planning Ltd,a.djelladj@nexusplanning.co.uk
St Martins House 16 St Martin,Rolfe Judd Planning Ltd,benc@rolfe-judd.co.uk
10 Gresham Street London EC2V 7JD,Nexus Planning Ltd,a.djelladj@nexusplanning.co.uk
4 Frederick,DP9 Ltd,luke.emmerton@dp9.co.uk
4 Frederick,DP9 Ltd,luke.emmerton@dp9.co.uk
Retail Unit 81,Image Technique,charlotte.leeson@imagetechnique.co.uk
4 Frederick,DP9 Ltd,luke.emmerton@dp9.co.uk
10 Gresham Street London EC2V 7JD,Nexus Planning Ltd,g.goff@nexusplanning.co.uk
10 Gresham Street London EC2V 7JD,Nexus Planning Ltd,g.goff@nexusplanning.co.uk
London Metropolitan University 84 Moorgate London EC2M 6SQ,Rolfe Judd Planning Ltd,benc@rolfe-judd.co.uk
25 Moorgate London EC2R 6AR,PJMA LLP,george.pace@pjma.eu
Finsbury Circus Gardens Finsbury Circus London,Tibbalds Planning And Urban Design,james.parrott@tibbalds.co.uk
25 Moorgate London EC2R 6AR,PJMA LLP,george.pace@pjma.eu
Finsbury Circus Gardens Finsbury Circus London,Tibalds,james.parrott@tibbalds.co.uk
3,KSA Property,kevin@ksaproperty.co.uk
City of London School For Girls St Giles,Cowan Architects,lr@cowan-architects.co.uk
City of London School For Girls St Giles,Cowan Architects,lr@cowan-architects.co.uk
Barbican Arts And Conference Centre Silk Street London EC2Y 8DS,Allies And Morrison,jfannon@alliesandmorrison.com
Barbican Arts And Conference Centre Silk Street London EC2Y 8DS,Allies And Morrison,jfannon@alliesandmorrison.com
Site Boundary Barbican Arts And Conference Centre Silk Street London EC2Y 8DS,Wassells Arboricultural Services,office@wassells.co.uk
26 Ludgate Hill London EC4M 7DR,Ferguson Planning,georgia@fergusonplanning.co.uk
26 Ludgate Hill London EC4M 7DR,Ferguson Planning,georgia@fergusonplanning.co.uk
56 Long Lane London EC1A 9EJ,GLAAD,g@glaad.co.uk
100 New Bridge Street London EC4V 6JA,DP9,nathan.hall@dp9.co.uk
Telephone Box Outside 26,Jcdecaux Ltd,martin.stephens@jcdecaux.com
Telephone Box Outside 26,Jcdecaux UK Ltd,martin.stephens@jcdecaux.com
150 Aldersgate Street London EC1A 4AB,Gerald Eve LLP,hhowat@geraldeve.com
160 Queen Victoria Street London EC4V 4BF,CBRE Planning &amp; Development Team,Andy.Tuohy@cbre.com
160 Queen Victoria Street London EC4V 4BF,CBRE Planning &amp; Development Team,Andy.Tuohy@cbre.com
New Bridge Street House 30,Turley,kinari.tsuchida@turley.co.uk
1B Snow Hill Court London EC1A 2EJ,Reed Watts,rsac@reedwatts.com
1B Snow Hill Court London EC1A 2EJ,Reed Watts,RSAC@reedwatts.com
Poultry Market Charterhouse Street London EC1A 9LH,Gerald Eve LLP,asiddiqui@geraldeve.com
39,Montagu Evans LLP,louisa.smith@montagu-evans.co.uk
Unit 3,Quadrant Design,Olivia@quadrantdesign.co.uk
150,Town Planning Bureau,info@tpbureau.co.uk
Alpha House 24A Lime Street London EC3M 7HJ,TPM Studio,info@tpm-studio.co.uk
Alpha House 24A Lime Street London EC3M 7HJ,TPM Studio,nfo@tpm-studio.co.uk
13,ET Planning,office@etplanning.co.uk
25 St Mary Axe London EC3A 8AA,Technical Signs Ltd,natalie_long@technicalsigns.co.uk
22 Bishopsgate London EC2N 4BQ,DP9,rebecca.neil@dp9.co.uk
210 Marlyn Lodge 2 Portsoken Street London E1 8RB,HGH Consulting,sthomas@hghconsulting.com
108 Marlyn Lodge 2 Portsoken Street London E1 8RB,HGH Consulting,sthomas@hghconsulting.com
105 Marlyn Lodge 2 Portsoken Street London E1 8RB,HGH Consulting,sthomas@hghconsulting.com
206 Marlyn Lodge 2 Portsoken Street London E1 8RB,HGH Consulting,sthomas@hghconsulting.com
501 Marlyn Lodge 2 Portsoken Street London E1 8RB,HGH Consulting,sthomas@hghconsulting.com
207 Marlyn Lodge 2 Portsoken Street London E1 8RB,HGH Consulting,sthomas@hghconsulting.com
107 Marlyn Lodge 2 Portsoken Street London E1 8RB,Hgh Consulting,sthomas@hghconsulting.com
205 Marlyn Lodge 2 Portsoken Street London E1 8RB,HGH Consulting,sthomas@hghconsulting.com
409 Marlyn Lodge 2 Portsoken Street London E1 8RB,HGH Consulting,sthomas@hghconsulting.com
402 Marlyn Lodge 2 Portsoken Street London E1 8RB,HGH Consulting,sthomas@hghconsulting.com
304 Marlyn Lodge 2 Portsoken Street London E1 8RB,HGH Consulting,sthomas@hghconsulting.com
101 Marlyn Lodge 2 Portsoken Street London E1 8RB,HGH Consulting,sthomas@hghconsulting.com
201 Marlyn Lodge 2 Portsoken Street London E1 8RB,HGH Consulting,sthomas@hghconsulting.com
St Botolph Street London EC3A 7AA,Jcdecaux UK Ltd,martin.stephens@jcdecaux.com
Mansell Street London,J C Decaux UK Ltd,martin.stephens@jcdecaux.com
Mansell Street London,J C Decaux UK Ltd,martin.stephens@jcdecaux.com
St Botolph Street London EC3A 7AA,Jcdecaux UK Ltd,martin.stephens@jcdecaux.com
15,Acme Space,Em@acme.ac
15,Regal London,Aasiyah.Zaidi@regal-london.co.uk
60 Upper Thames Street London EC4V 3AD,Gerald Eve,amurray@geraldeve.com
1 Paul,Gerald Eve LLP,hhowat@geraldeve.com
River House 119,Savills,MScaggiante@savills.com
"Site Bounded By Fenchurch Street, Mark Lane, Dunster Court And Mincing Lane London EC3M 3JY",Gerald Eve LLP,sthomson@geraldeve.com
Tower of All Hallows Staining Mark Lane London EC3M 3JY,Gerald Eve LLP,sthomson@geraldeve.com
Friday Street London,J C Decaux UK Ltd,martin.stephens@jcdecaux.com
Friday Street London,J C Decaux UK Ltd,martin.stephens@jcdecaux.com
95 Queen Victoria Street London EC4V 4HN,DP9 Ltd,ted.rainford@dp9.co.uk
Creechurch House 24 Creechurch Lane London EC3A 5JX,Stantec UK Limited,alex.kitts@stantec.com
19,DP9 Ltd,theo.barker@dp9.co.uk
"100, 106",DP9,Peter.Twemlow@dp9.co.uk
100 Wood Street London EC2V 7AN,Gerald Eve LLP,kfong@geraldeve.com
1 Aldermanbury Square London EC2V 7HR,Two Windsor Dials,hasaansharif@area.co.uk
Brushfield House 12 Brushfield Street London E1 6AN,Firstplan,cjones@firstplan.co.uk
Premier Place 2 And A Half Devonshire Square London EC2M 4BA,DP9 Ltd,amelia.johnson@dp9.co.uk
1 Exchange Square London EC2A 2JN,DP9,eleanor.hulm@DP9.co.uk
New Street Archway To Devonshire Square London EC2M 4WY,DP9,heloise.whiteman@dp9.co.uk
New Street Archway To Devonshire Square London EC2M 4WY,DP9,heloise.whiteman@dp9.co.uk
4,Woods Hardwick Planning Ltd,r.murdock@woodshardwick.com
4,Woods Hardwick Planning Ltd,r.murdock@woodshardwick.com
5 Devonshire Square London EC2M 4YE,DP9 Ltd,Jake.Geczy@DP9.co.uk
Retail Unit 176 Bishopsgate London EC2M 4NQ,JMS Planning,pamela@jmsplanning.com
7 Devonshire Square London EC2M 4YH,DP9,Jake.Geczy@DP9.co.uk
4,Woods Hardwick Planning Ltd,r.murdock@woodshardwick.com
1 New Change London EC4M 9AF,Gerald Eve LLP,nicolamiller@geraldeve.com
4 St Paul,Spring Planning,caroline@springplanning.com
10,Gerald Eve LLP,ajackson@geraldeve.com
48 Gracechurch Street London EC3V 0EJ,Umdasch,grace.leech@umdasch.com
10,Wildern Architecture Ltd,nicholas@jenkinsarchitecture.co.uk
14 St Paul,Global Brand Solutions,neil@globalbrand-solutions.com
120 Fleet Street London EC4A 2BE,DP9 Ltd,mike.moon@dp9.co.uk
Daniel House And Mersey House,Gerald Eve LLP,mcartwright@geraldeve.com
Daniel House And Mersey House,Gerald Eve LLP,mcartwright@geraldeve.com
81 Newgate Street London EC1A 7AJ,Montagu Evans LLP,Peter.Bovill@Montagu-Evans.co.uk
81 Newgate Street London EC1A 7AJ,Montagu Evans LLP,Peter.Bovill@Montagu-Evans.co.uk
St Peter Cheap Churchyard Wood Street London,City of London,alex.roebuck@cityoflondon.gov.uk
Kings House 36,WSP,jamie.albaduignan@wsp.com
Electra House 84 Moorgate London EC2M 6SQ,Rolfe Judd Planning,benc@rolfe-judd.co.uk
21 Moorfields London EC2Y 9AE,Avison Young,matthew.pigott@avisonyoung.com
1,Gerald Eve,ohawe@geraldeve.com
Electra House 84 Moorgate London EC2M 6SQ,Rolfe Judd Planning,benc@rolfe-judd.co.uk
55 Moorgate London EC2R 6BH,DP9 Ltd,charlotte.allen@dp9.co.uk
55 Moorgate London EC2R 6BH,DP9 Ltd,charlotte.allen@dp9.co.uk
Electra House 84 Moorgate London EC2M 6SQ,Rolfe Judd Planning,benc@rolfe-judd.co.uk
Retail Unit 4 Moorfields London EC2Y 9AA,ARCHPL,application@archpl.co.uk
Finsbury Circus Gardens Finsbury Circus London EC2M 7DT,Tibbalds Planning And Urban Design,james.parrott@tibbalds.co.uk
Lands Adjacent To Rack And Tenter Public House Citypoint Plaza Ropemaker Street London EC2Y 9AW,Knights,michael.askew@knightsplc.com
60 Queen Victoria Street London EC4N 4TZ,DP9 Limited,zoe.smythe@dp9.co.uk
Retail Unit 62,ISG Design,megan.koch@isgltd.com
Barbican Arts And Conference Centre Silk Street London EC2Y 8DS,Richard Griffiths Architects,james@rgarchitects.com
Stonecutter Court 1 Stonecutter Street London EC4A 4TR,Montagu Evans,Peter.Bovill@Montagu-Evans.co.uk
Poultry Market And General Market And The Annexe Buildings West Smithfield London EC1A 9PS,Gerald Eve LLP,egillard@geraldeve.com
Poultry Market And General Market And The Annexe Buildings West Smithfield London EC1A 9PS,Gerald Eve LLP,egillard@geraldeve.com
187 Fleet Street London EC4A 2AT,Iceni Projects,lnicholson@iceniprojects.com
187 Fleet Street London EC4A 2AT,Iceni Projects,rbegum@iceniprojects.com
187 Fleet Street London EC4A 2AT,Iceni Projects,rbegum@iceniprojects.com
Poultry Market And General Market And The Annexe Buildings West Smithfield London EC1A 9PS,Gerald Eve LLP,asiddiqui@geraldeve.com
323,M&amp;S,geraldine.graham@marks-and-spencer.com
323,Marks &amp; Spencer Plc,charlotte.tate@marks-and-spencer.com
187 Fleet Street London EC4A 2AT,Iceni Projects,sscott@iceniprojects.com
5 Chancery Lane London WC2A 1LG,Rapleys LLP,annie.taylor@rapleys.com
187 Fleet Street London EC4A 2AT,Iceni Projects,sscott@iceniprojects.com
South Staple Inn Buildings London WC1V 7PZ,Marcus Beale Architects,daniel.shabetai@marcus-beale.co.uk
Snow Hill Police Station 5 Snow Hill London EC1A 2DP,Daniel Watney LLP,gducker@danielwatney.co.uk
19 Holborn London EC1N 2JS,Studio AA Ltd,info@studioaa.co.uk
38,Montagu Evans LLP,Peter.Bovill@Montagu-Evans.co.uk
326,Harcroft Consulting,harcroftconsulting@yahoo.com
The George And Vulture 2,Andrews And Boyd,stephentalbot@andrewsboyd.co.uk
The George And Vulture 2,Andrews And Boyd,stephentalbot@andrewsboyd.co.uk
15,Regal Homes Management Ltd,Charlotte.Wheeler@regal-london.co.uk
122 Minories And 14 Crosswall London EC3N 1NT,PRIVATE,phill.koscien@ntlworld.com
"Site Bounded By Fenchurch Street, Mark Lane, Dunster Court And Mincing Lane London EC3M 3JY",Gerald Eve LLP,sthomson@geraldeve.com
65 Crutched Friars London EC3N 2AE,DP9 Ltd,theo.barker@dp9.co.uk
10,DP9,esme.omeara@dp9.co.uk
100 Leadenhall Street London EC3A 3BP,DP9 Ltd,amelia.johnson@dp9.co.uk
10 Lloyd,Waldon Telecom,katy.jessop@waldontelecom.com
71 Fenchurch Street London EC3M 4BR,ROK Planning,matthew.roe@rokplanning.co.uk
71 Fenchurch Street London EC3M 4BR,ROK Planning,matthew.roe@rokplanning.co.uk
City Place House 55 Basinghall Street London EC2V 5DX,DP9,mike.moon@dp9.co.uk
City Place House 55 Basinghall Street London EC2V 5DX,DP9 Ltd,mike.moon@dp9.co.uk
1 Exchange Square London EC2A 2JN,DP9,eleanor.hulm@DP9.co.uk
199 Bishopsgate London EC2M 3TY,DP9,esme.omeara@dp9.co.uk
100 Liverpool Street London EC2M 2AT,SKK Design Ltd,jack@senkenken.com
7 Devonshire Square London EC2M 4YH,DP9 Ltd,heloise.whiteman@dp9.co.uk
Adelaide House London Bridge London EC4R 9HA,Rolfe Judd Planning,benc@rolfe-judd.co.uk
Adelaide House London Bridge London EC4R 9HA,Rolfe Judd Planning,benc@rolfe-judd.co.uk
122 Cannon Street London EC4N 6AS,RB Retail &amp; Licensing Services Limited,info@RBRLS.co.uk
The Vintry Public House Sherborne Lane London EC4N 5AX,Westwood Studios,bkwestwood@gmail.com
"Land Bounded By Fleet Street, Salisbury Court, Salisbury Square, Primrose Hill",Gerald Eve LLP,cmcmonagle@geraldeve.com
Retail Unit Hill House Shoe Lane London EC4A 3BQ,Avison Young,smruti.patel@avisonyoung.com
6 St Andrew Street London EC4A 3AE,DP9,charlotte.allen@dp9.co.uk
"Land Bounded By Fleet Street, Salisbury Court, Salisbury Square, Primrose Hill",Gerald Eve,cmcmonagle@geraldeve.com
5 New Street Square London EC4A 3BF,Avison Young,smruti.patel@avisonyoung.com
5 New Street Square London EC4A 3BF,Avison Young,smruti.patel@avisonyoung.com
Salisbury Square 2,Gerald Eve,cmcmonagle@geraldeve.com
2,Gerald Eve LLP,cmcmonagle@geraldeve.com
St Martins House 16 St Martin,Rolfe Judd Planning,benc@rolfe-judd.co.uk
81 Newgate Street London EC1A 7AJ,Montagu Evans,nadine.james@montagu-evans.co.uk
81 Newgate Street London EC1A 7AJ,Montagu Evans LLP,Peter.Bovill@Montagu-Evans.co.uk
20 King Street London EC2V 8EG,AZ Urban Studio Ltd,chris@azurbanstudio.co.uk
4 Frederick,DP9 Ltd,luke.emmerton@dp9.co.uk
St Martins House 16 St Martin,Rolfe Judd Planning,benc@rolfe-judd.co.uk
St Martins House 16 St Martin,Rolfe Judd Planning,benc@rolfe-judd.co.uk
Electra House 84 Moorgate London EC2M 6SQ,Rolfe Judd Planning,benc@rolfe-judd.co.uk
Electra House 84 Moorgate London EC2M 6SQ,Rolfe Judd Planning,benc@rolfe-judd.co.uk
Finsbury Circus Gardens Finsbury Circus London,Tibbalds,james.parrott@tibbalds.co.uk
84 Moorgate London EC2M 6SQ,Rolfe Judd,benc@rolfe-judd.co.uk
Finsbury Circus Gardens Finsbury Circus London,Tibbalds Planning And Urban Design,james.parrott@tibbalds.co.uk
30 Coleman Street London EC2R 5AL,Lichfields,rosie.williams@lichfields.uk
25 Moorgate London EC2R 6AR,PJMA LLP,george.pace@pjma.eu
Electra House 84 Moorgate London EC2M 6SQ,Rolfe Judd Planning,benc@rolfe-judd.co.uk
Electra House 84 Moorgate London EC2M 6SQ,Rolfe Judd Planning,benc@rolfe-judd.co.uk
Finsbury Circus Gardens Finsbury Circus London EC2M 7DT,Tibbalds Planning And Urban Design,james.parrott@tibbalds.co.uk
30,H P Architects,nickhaseltine@hparchitects.uk
30,H P Architects,nickhaseltine@hparchitects.uk
1 Bishopsgate London EC2N 3AQ,AQP,HSBCretail@aqp.co.uk
1 Bishopsgate London EC2N 3AQ,AQP,HSBCretail@aqp.co.uk
2 Royal Exchange Buildings London EC3V 3LF,Geraghty Taylor,karl.taylor@geraghtytaylor.com
Livery Hall Skinners,6A Architects,matt@6a.co.uk
Livery Hall Skinners,6A Architects,matt@6a.co.uk
Development Site 65 Holborn Viaduct London,DP9,theo.barker@dp9.co.uk
150 Aldersgate Street London EC1A 4AB,Gerald Eve LLP,hhowat@geraldeve.com
100 New Bridge Street London EC4V 6JA,DP9,carol.bowditch@dp9.co.uk
1 Stonecutter Street London EC4A 4AH,Montagu Evans LLP,Peter.Bovill@Montagu-Evans.co.uk
150 Aldersgate Street London EC1A 4AB,Gerald Eve LLP,hhowat@geraldeve.com
14,DP9 Ltd,zoe.smythe@dp9.co.uk
150 Aldersgate Street London EC1A 4AB,Gerald Eve LLP,hhowat@geraldeve.com
1,DP9 Ltd.,julian.shirley@dp9.co.uk
1B Snow Hill Court London EC1A 2EJ,Reed Watts,matt@reedwatts.com
4,Q Square Group Ltd,matthew.leigh@qsquare.co.uk
Poultry Market And General Market And The Annexe Buildings West Smithfield London EC1A 9PS,Gerald Eve LLP,asiddiqui@geraldeve.com
West Market Building London Central Markets London EC1A 9PS,Gerald Eve LLP,asiddiqui@geraldeve.com
180 Fleet Street London EC4A 2HG,Carter Jonas,Nilufa.Yasmin@carterjonas.co.uk
Snow Hill Police Station 5 Snow Hill London EC1A 2DP,Daniel Watney,ndelaney@danielwatney.co.uk
37 Fleet Street London EC4Y 1BT,Adam Architecture,annabel.clark@adamarchitecture.com
Snow Hill Police Station 5 Snow Hill London EC1A 2DP,Daniel Watney LLP,ndelaney@danielwatney.co.uk
150,Town Planning Bureau,info@tpbureau.co.uk
150,Town Planning Bureau,info@tpbureau.co.uk
15,Gerald Eve LLP,teyres@geraldeve.com
503 Marlyn Lodge 2 Portsoken Street London E1 8RB,HGH Consulting,sthomas@hghconsulting.com
"Land Bound By Fenchurch Street, Mark Lane, Dunster Court And Mincing Lane London EC3M 3JY",Gerald Eve LLP,sthomson@geraldeve.com
Tower of All Hallows Staining Mark Lane London EC3M 3JY,Gerald Eve LLP,sthomson@geraldeve.com
"Land Bound By Fenchurch Street, Mark Lane, Dunster Court And Mincing Lane London EC3M 3JY",Gerald Eve LLP,emounsey@geraldeve.com
Tower of All Hallows Staining Mark Lane London EC3M 3JY,Gerald Eve LLP,emounsey@geraldeve.com
Friary Court 65 Crutched Friars London EC3N 2AE,DP9 Ltd,emily.keenan@dp9.co.uk
Ibex House 42,Left City,sd@leftcity.org
Ibex House 42,Left City,sd@leftcity.org
Ibex House 42,Left City,sd@leftcity.org
Ibex House 42,Left City,sd@leftcity.org
122 Defoe House Barbican London EC2Y 8ND,Thomson Brothers (London) Ltd,admin@thomsonbrothers.co.uk
John Trundle Court John Trundle Highwalk Barbican London EC2Y 8DJ,Thomson Brothers,admin@thomsonbrothers.co.uk
45 Beech Street London EC2Y 8AD,DP9,andrew.lightstone@dp9.co.uk
1 Shaftesbury Place London EC2Y 8AA,Montagu Evans LLP,Peter.Bovill@Montagu-Evans.co.uk
19,DP9,theo.barker@dp9.co.uk
City Place House 55 Basinghall Street London EC2V 5DX,DP9,mike.moon@dp9.co.uk
43,HTC Architects,tim.godsmark@htcarchitects.co.uk
43,HTC Architects,tim.godsmark@htcarchitects.co.uk
The Minster Building 21 Mincing Lane London EC3R 7AG,CBRE UK,sava.mihajlov@cbre.com
New Chapter House Bishops Gate East London EC2M 4HE,WHP Telecoms Limited,s.help@whptelecoms.com
